target,year,coverage_value,coverage_type,coverage_area
Upper-middle-income,2021,96.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
High-income,2021,97.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
Least Developed Countries (LDCs),2021,46.5,Population covered by at least an LTE/WiMAX mobile network (%),Total
Land Locked Developing Countries (LLDCs),2021,43.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Small Island Developing States (SIDS),2021,66.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Africa,2021,49.1,Population covered by at least an LTE/WiMAX mobile network (%),Total
Americas,2021,92.2,Population covered by at least an LTE/WiMAX mobile network (%),Total
Arab States,2021,74.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Asia-Pacific,2021,94.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
CIS,2021,86.9,Population covered by at least an LTE/WiMAX mobile network (%),Total
Europe,2021,98.6,Population covered by at least an LTE/WiMAX mobile network (%),Total
World,2022,89.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Low-income,2022,39.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Lower-middle-income,2022,90.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Upper-middle-income,2022,96.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
High-income,2022,98.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Least Developed Countries (LDCs),2022,56.6,Population covered by at least an LTE/WiMAX mobile network (%),Total
Land Locked Developing Countries (LLDCs),2022,51.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Small Island Developing States (SIDS),2022,68.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Africa,2022,61.6,Population covered by at least an LTE/WiMAX mobile network (%),Total
Americas,2022,93.2,Population covered by at least an LTE/WiMAX mobile network (%),Total
Arab States,2022,80.6,Population covered by at least an LTE/WiMAX mobile network (%),Total
Asia-Pacific,2022,95.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
CIS,2022,90.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Europe,2022,99.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
World,2023,91.4,Population covered by at least an LTE/WiMAX mobile network (%),Total
Low-income,2023,48.1,Population covered by at least an LTE/WiMAX mobile network (%),Total
Lower-middle-income,2023,92.9,Population covered by at least an LTE/WiMAX mobile network (%),Total
Upper-middle-income,2023,97.4,Population covered by at least an LTE/WiMAX mobile network (%),Total
High-income,2023,98.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Least Developed Countries (LDCs),2023,65.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Land Locked Developing Countries (LLDCs),2023,58.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Small Island Developing States (SIDS),2023,70.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Africa,2023,68.9,Population covered by at least an LTE/WiMAX mobile network (%),Total
Americas,2023,93.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
Arab States,2023,85.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
Asia-Pacific,2023,96.2,Population covered by at least an LTE/WiMAX mobile network (%),Total
CIS,2023,94.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Europe,2023,99.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
World,2024,91.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Low-income,2024,52.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Lower-middle-income,2024,93.0,Population covered by at least an LTE/WiMAX mobile network (%),Total
Upper-middle-income,2024,97.5,Population covered by at least an LTE/WiMAX mobile network (%),Total
High-income,2024,98.8,Population covered by at least an LTE/WiMAX mobile network (%),Total
Least Developed Countries (LDCs),2024,67.1,Population covered by at least an LTE/WiMAX mobile network (%),Total
Land Locked Developing Countries (LLDCs),2024,61.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Small Island Developing States (SIDS),2024,70.1,Population covered by at least an LTE/WiMAX mobile network (%),Total
Africa,2024,70.9,Population covered by at least an LTE/WiMAX mobile network (%),Total
Americas,2024,93.7,Population covered by at least an LTE/WiMAX mobile network (%),Total
Arab States,2024,86.9,Population covered by at least an LTE/WiMAX mobile network (%),Total
Asia-Pacific,2024,96.2,Population covered by at least an LTE/WiMAX mobile network (%),Total
CIS,2024,94.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
Europe,2024,99.3,Population covered by at least an LTE/WiMAX mobile network (%),Total
World,2015,64.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Low-income,2015,13.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Lower-middle-income,2015,24.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Upper-middle-income,2015,76.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
High-income,2015,98.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Least Developed Countries (LDCs),2015,31.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2015,35.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Small Island Developing States (SIDS),2015,49.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Africa,2015,28.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Americas,2015,84.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Arab States,2015,34.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Asia-Pacific,2015,63.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
CIS,2015,63.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Europe,2015,83.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
World,2016,81.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Low-income,2016,22.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Lower-middle-income,2016,67.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Upper-middle-income,2016,86.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
High-income,2016,99.3,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Least Developed Countries (LDCs),2016,41.0,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2016,51.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Small Island Developing States (SIDS),2016,58.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Africa,2016,41.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Americas,2016,88.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Arab States,2016,44.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Asia-Pacific,2016,89.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
CIS,2016,76.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Europe,2016,93.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
World,2017,89.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Low-income,2017,26.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Lower-middle-income,2017,83.3,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Upper-middle-income,2017,93.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
High-income,2017,99.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Least Developed Countries (LDCs),2017,49.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2017,63.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Small Island Developing States (SIDS),2017,67.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Africa,2017,51.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Americas,2017,91.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Arab States,2017,71.4,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Asia-Pacific,2017,98.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
CIS,2017,85.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Europe,2017,94.0,Population covered by at least an LTE/WiMAX mobile network (%),Urban
World,2018,92.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Low-income,2018,37.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Lower-middle-income,2018,86.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Upper-middle-income,2018,96.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
High-income,2018,99.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Least Developed Countries (LDCs),2018,56.6,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2018,72.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Small Island Developing States (SIDS),2018,70.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Africa,2018,56.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Americas,2018,95.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Arab States,2018,76.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Asia-Pacific,2018,98.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
CIS,2018,94.0,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Europe,2018,96.7,Population covered by at least an LTE/WiMAX mobile network (%),Urban
World,2019,94.3,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Low-income,2019,49.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Lower-middle-income,2019,92.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Upper-middle-income,2019,97.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
High-income,2019,99.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Least Developed Countries (LDCs),2019,65.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2019,82.3,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Small Island Developing States (SIDS),2019,76.8,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Africa,2019,68.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Americas,2019,97.0,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Arab States,2019,75.9,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Asia-Pacific,2019,99.1,Population covered by at least an LTE/WiMAX mobile network (%),Urban
CIS,2019,99.2,Population covered by at least an LTE/WiMAX mobile network (%),Urban
Europe,2019,100.0,Population covered by at least an LTE/WiMAX mobile network (%),Urban
World,2020,96.5,Population covered by at least an LTE/WiMAX mobile network (%),Urban
